date,campaign_name,channel,region,impressions,clicks,signups,transactions,transaction_amount,campaign_cost,active_users,payment_type,customer_segment
2025-10-02,App Signup Bonus,YouTube,Chattogram,57667,288,32,14,29181.81,9341.42,35255,QR Payment,Premium User
2025-10-02,Student Recharge Promo,Google Ads,Dhaka,148181,6215,1447,1147,2294686.65,12894.81,63642,Mobile Recharge,Merchant
2025-10-02,Eid Offer,Facebook,Sylhet,100913,4670,1053,716,1569950.05,20526.67,11651,QR Payment,Existing User
2025-10-02,Student Recharge Promo,Google Ads,Mymensingh,66076,3307,640,518,441034.88,13667.08,21159,Bill Pay,Existing User
2025-10-02,Ramadan Campaign,Push Notification,Khulna,15397,1230,331,140,215009.55,248.52,9496,Bill Pay,New User
2025-10-02,Cashback Offer,Push Notification,Rangpur,43705,4737,603,311,1235897.08,1330.59,14611,Send Money,Merchant
2025-10-03,App Signup Bonus,Google Ads,Chattogram,116355,6988,1512,738,1139452.07,21347.89,15979,Mobile Recharge,Premium User
2025-10-03,App Signup Bonus,SMS,Chattogram,108687,8160,1662,1284,504186.57,3800.13,26504,Send Money,New User
2025-10-03,Cashback Offer,YouTube,Mymensingh,49681,1763,363,280,312893.9,4125.95,25218,Bill Pay,New User
2025-10-03,App Signup Bonus,YouTube,Rangpur,22502,1277,172,143,271187.63,2974.89,11627,Bill Pay,Merchant
2025-10-03,Bill Pay Campaign,Facebook,Mymensingh,17577,639,90,77,155942.95,3754.14,25354,Bill Pay,Premium User
2025-10-03,Ramadan Campaign,YouTube,Dhaka,127641,5013,1042,799,712117.8,37639.17,46614,QR Payment,New User
2025-10-03,Cashback Offer,Email,Mymensingh,23376,352,55,36,131212.03,559.92,22164,Bill Pay,Merchant
2025-10-03,Student Recharge Promo,Google Ads,Mymensingh,37571,2978,688,545,475116.52,10030.96,6499,Mobile Recharge,New User
2025-10-04,Cashback Offer,Email,Rajshahi,14221,585,102,58,220732.3,584.22,5290,Send Money,Merchant
2025-10-04,Eid Offer,Facebook,Barishal,19638,1668,596,369,1583598.86,1147.29,21008,Merchant Payment,Merchant
2025-10-04,App Signup Bonus,Facebook,Sylhet,45430,2563,766,712,1491344.6,6785.2,29294,Bill Pay,Premium User
2025-10-04,Eid Offer,Push Notification,Khulna,7444,858,295,147,213135.37,136.17,8341,Merchant Payment,Existing User
2025-10-04,Cashback Offer,SMS,Barishal,52483,3592,794,473,333016.03,2050.29,19055,Mobile Recharge,New User
2025-10-05,Bill Pay Campaign,SMS,Sylhet,14541,1344,300,158,100479.56,1438.21,20731,Bill Pay,Existing User
2025-10-05,Eid Offer,YouTube,Rangpur,57020,1671,249,186,275330.06,14223.23,17232,Bill Pay,Merchant
2025-10-05,Ramadan Campaign,SMS,Mymensingh,21952,1236,388,351,625077.01,1960.3,19514,Send Money,Existing User
2025-10-06,Student Recharge Promo,YouTube,Sylhet,40599,573,49,25,19540.93,6878.26,1894,Mobile Recharge,Merchant
2025-10-06,Eid Offer,SMS,Khulna,16546,1158,320,161,695190.07,1165.39,10695,Bill Pay,Merchant
2025-10-06,Ramadan Campaign,Facebook,Khulna,62349,4338,473,223,1034895.13,12977.4,24525,Bill Pay,Merchant
2025-10-06,Ramadan Campaign,YouTube,Chattogram,28101,1925,498,288,98704.86,3807.91,23279,Send Money,New User
2025-10-06,Student Recharge Promo,Facebook,Mymensingh,36028,1562,283,143,109235.38,3687.99,8517,Mobile Recharge,Existing User
2025-10-07,Ramadan Campaign,Email,Mymensingh,40900,1862,306,255,606770.45,1711.05,11464,Send Money,Premium User
2025-10-07,Merchant Payment Promo,Email,Mymensingh,7382,267,57,47,147596.32,319.06,4227,Send Money,Merchant
2025-10-07,Student Recharge Promo,SMS,Rajshahi,61221,5762,598,272,561847.88,4101.95,1882,Mobile Recharge,Merchant
2025-10-07,App Signup Bonus,Google Ads,Sylhet,57269,663,161,131,130725.88,9242.29,31634,Bill Pay,New User
2025-10-07,Merchant Payment Promo,Google Ads,Barishal,52184,3578,396,261,319369.99,13836.19,1867,QR Payment,Premium User
2025-10-08,Bill Pay Campaign,Facebook,Sylhet,84573,4660,1598,872,546713.81,12442.62,12476,Bill Pay,New User
2025-10-09,Merchant Payment Promo,SMS,Mymensingh,30154,1958,531,276,416350.43,3740.56,5556,Send Money,Existing User
2025-10-09,Merchant Payment Promo,Facebook,Rajshahi,25628,1118,226,120,295634.81,4825.85,24506,Send Money,Premium User
2025-10-09,QR Payment Campaign,Facebook,Chattogram,98124,7588,1482,902,669415.27,6109.29,42383,Bill Pay,Existing User
2025-10-09,Bill Pay Campaign,SMS,Dhaka,36261,2735,756,428,709245.67,2132.48,2418,QR Payment,Existing User
2025-10-09,Merchant Payment Promo,YouTube,Rangpur,79137,3225,591,423,627577.31,8610.47,2457,Merchant Payment,New User
2025-10-10,Bill Pay Campaign,YouTube,Rangpur,26102,1320,206,150,460238.67,6431.35,8560,Mobile Recharge,Premium User
2025-10-10,Cashback Offer,YouTube,Mymensingh,22828,556,64,38,27602.04,7389.29,10646,Mobile Recharge,New User
2025-10-11,Bill Pay Campaign,Facebook,Dhaka,148362,7333,1623,755,759130.33,25459.19,28644,QR Payment,New User
2025-10-11,Bill Pay Campaign,SMS,Rajshahi,7976,452,99,36,34997.22,945.13,5725,Send Money,New User
2025-10-11,Merchant Payment Promo,YouTube,Dhaka,100656,7321,1020,703,1251378.0,12100.99,48833,Merchant Payment,Premium User
2025-10-11,Ramadan Campaign,SMS,Rajshahi,71492,5478,1278,997,1271515.85,5970.03,9234,QR Payment,New User
2025-10-12,Cashback Offer,Email,Rajshahi,51736,1947,152,107,94334.08,2359.87,6568,Merchant Payment,New User
2025-10-12,Bill Pay Campaign,Facebook,Dhaka,40838,1719,444,212,166975.27,2813.27,52061,Bill Pay,Student
2025-10-12,Student Recharge Promo,Facebook,Dhaka,87093,4737,1034,886,252772.99,8242.83,49614,QR Payment,Student
2025-10-12,Student Recharge Promo,Google Ads,Rangpur,42668,1972,311,192,283298.09,4423.44,8720,Merchant Payment,Premium User
2025-10-12,App Signup Bonus,Email,Rangpur,48577,1629,144,120,166470.23,2452.1,20682,Merchant Payment,Existing User
2025-10-13,QR Payment Campaign,SMS,Dhaka,109976,9269,2519,2468,2539730.33,11000.76,50260,Bill Pay,Premium User
2025-10-13,Cashback Offer,Facebook,Barishal,15537,1071,155,136,183845.77,1409.58,11120,Bill Pay,Merchant
2025-10-13,Bill Pay Campaign,Google Ads,Barishal,9508,236,44,19,22683.16,1354.89,7422,Send Money,New User
2025-10-13,Ramadan Campaign,Google Ads,Rangpur,50832,2271,401,231,220685.99,6837.08,2566,QR Payment,Premium User
2025-10-13,Student Recharge Promo,Email,Dhaka,130430,5552,970,399,143088.62,4015.09,66030,Merchant Payment,Student
2025-10-14,Student Recharge Promo,YouTube,Khulna,39574,1475,120,44,19321.36,3818.64,4633,Mobile Recharge,New User
2025-10-14,App Signup Bonus,Email,Sylhet,21076,694,134,59,19168.52,540.39,6241,Merchant Payment,Student
2025-10-14,QR Payment Campaign,Push Notification,Dhaka,64354,5559,2268,1768,3101057.72,3944.19,62776,Merchant Payment,Existing User
2025-10-14,Eid Offer,SMS,Mymensingh,11509,413,108,84,51034.4,660.7,7719,Mobile Recharge,New User
2025-10-14,Student Recharge Promo,Google Ads,Dhaka,34056,921,182,101,138751.52,6098.83,20421,Bill Pay,Merchant
2025-10-14,Student Recharge Promo,Push Notification,Sylhet,29345,2379,905,768,425744.63,1303.68,6060,QR Payment,New User
2025-10-15,Cashback Offer,Facebook,Chattogram,17499,867,158,79,149139.68,3201.82,5530,QR Payment,Existing User
2025-10-15,Ramadan Campaign,SMS,Chattogram,86753,4669,736,363,321541.79,10048.54,30132,Send Money,Student
2025-10-15,QR Payment Campaign,Push Notification,Rajshahi,42491,4544,1545,1180,1632374.97,2062.43,17114,Mobile Recharge,Existing User
2025-10-15,Student Recharge Promo,Google Ads,Rajshahi,70755,3119,559,411,159690.57,4776.47,8218,Bill Pay,Existing User
2025-10-16,App Signup Bonus,Push Notification,Khulna,7809,651,222,153,204469.65,197.33,8775,Mobile Recharge,Existing User
2025-10-16,Ramadan Campaign,Facebook,Mymensingh,50157,4347,840,648,706187.93,6816.67,15527,Merchant Payment,Premium User
2025-10-16,Merchant Payment Promo,Google Ads,Rangpur,46718,1755,455,311,586948.67,6704.19,2958,Bill Pay,Existing User
2025-10-17,Cashback Offer,SMS,Rangpur,56482,5031,1282,914,2014006.04,6538.01,23496,Send Money,Merchant
2025-10-17,Merchant Payment Promo,Email,Dhaka,147053,6346,1058,1036,1548399.43,2181.17,41439,Merchant Payment,Existing User
2025-10-17,Merchant Payment Promo,SMS,Dhaka,125262,10614,2574,1543,528711.33,5516.15,41402,QR Payment,Student
2025-10-18,QR Payment Campaign,Push Notification,Rajshahi,63240,4691,1446,1271,947583.16,1906.34,11190,Send Money,Student
2025-10-18,QR Payment Campaign,Push Notification,Chattogram,23176,2230,743,480,402253.38,1055.45,2009,Mobile Recharge,Student
2025-10-18,Ramadan Campaign,YouTube,Chattogram,104555,3463,800,417,1528287.35,25733.51,7306,Bill Pay,Merchant
2025-10-19,App Signup Bonus,YouTube,Chattogram,40301,2294,217,186,410086.28,3630.37,37997,Mobile Recharge,Merchant
2025-10-19,Cashback Offer,Email,Mymensingh,29924,617,225,171,242274.13,1010.2,17447,Send Money,New User
2025-10-19,Student Recharge Promo,Push Notification,Mymensingh,53304,4215,1014,725,484794.3,1622.3,7185,Bill Pay,Existing User
2025-10-19,Bill Pay Campaign,Google Ads,Khulna,64563,4064,435,295,370418.23,15228.16,20464,QR Payment,Premium User
2025-10-20,QR Payment Campaign,SMS,Chattogram,43106,1981,491,263,190919.36,2837.89,43170,Send Money,Student
2025-10-20,QR Payment Campaign,Facebook,Sylhet,26124,1757,298,192,81813.63,4711.85,25979,Bill Pay,Student
2025-10-20,App Signup Bonus,Google Ads,Rajshahi,18921,930,179,127,96166.2,2143.94,11969,Merchant Payment,Premium User
2025-10-20,Merchant Payment Promo,Facebook,Sylhet,90151,4939,875,469,1680645.52,12336.6,4915,Merchant Payment,Premium User
2025-10-20,Cashback Offer,Push Notification,Khulna,16409,1425,453,356,812618.18,897.22,12970,QR Payment,Premium User
2025-10-21,App Signup Bonus,Push Notification,Dhaka,15467,1216,304,178,402315.4,657.48,52183,Bill Pay,Premium User
2025-10-21,Merchant Payment Promo,SMS,Barishal,44509,3637,902,840,1514969.47,5605.24,21471,Send Money,Premium User
2025-10-21,Student Recharge Promo,Google Ads,Chattogram,32342,1062,135,130,74422.77,7508.8,5488,Send Money,Premium User
2025-10-21,Ramadan Campaign,Google Ads,Rangpur,20230,866,233,116,132580.22,4525.37,15440,Merchant Payment,Student
2025-10-21,Student Recharge Promo,Email,Rajshahi,36521,2484,103,44,18885.16,761.75,21122,Mobile Recharge,New User
2025-10-21,Cashback Offer,SMS,Rajshahi,19767,1159,272,216,142703.21,2173.33,30388,Bill Pay,New User
2025-10-21,Student Recharge Promo,Email,Mymensingh,54543,1264,248,194,465650.4,809.29,22282,Send Money,Merchant
2025-10-22,App Signup Bonus,SMS,Rangpur,32356,1613,352,270,535803.07,3933.16,23589,Mobile Recharge,Merchant
2025-10-22,QR Payment Campaign,SMS,Sylhet,74718,5324,1030,819,801242.22,6361.72,10512,Merchant Payment,Existing User
2025-10-22,App Signup Bonus,SMS,Rangpur,61933,3834,1167,484,80862.94,6166.48,4008,Mobile Recharge,Student
2025-10-22,Student Recharge Promo,YouTube,Rajshahi,5964,99,19,15,5625.63,1743.15,26525,Mobile Recharge,Existing User
2025-10-22,Ramadan Campaign,Facebook,Rangpur,48984,3490,992,972,3366580.79,4173.06,8614,Bill Pay,Merchant
2025-10-22,Merchant Payment Promo,Google Ads,Barishal,33357,661,72,31,17440.08,6320.31,20802,Merchant Payment,Student
2025-10-23,Bill Pay Campaign,Push Notification,Chattogram,94323,5053,1964,1207,797456.17,3148.41,3076,QR Payment,Existing User
2025-10-23,Bill Pay Campaign,Push Notification,Mymensingh,22726,1944,393,187,472537.07,1086.31,8698,Merchant Payment,Merchant
2025-10-23,Eid Offer,Push Notification,Dhaka,53877,4361,1419,810,1176429.56,2708.05,22777,Mobile Recharge,Merchant
2025-10-23,App Signup Bonus,Email,Mymensingh,39546,1294,217,200,352709.84,2002.42,9711,Send Money,Premium User
2025-10-24,Ramadan Campaign,Facebook,Mymensingh,59564,2367,335,267,183245.29,10108.91,1956,Mobile Recharge,Student
2025-10-24,Merchant Payment Promo,YouTube,Sylhet,41134,1779,389,225,831842.58,7912.24,33415,Mobile Recharge,Merchant
2025-10-25,Ramadan Campaign,YouTube,Rangpur,75120,4583,661,348,511736.58,15017.24,12245,Mobile Recharge,Merchant
2025-10-25,Eid Offer,Google Ads,Dhaka,127783,6413,472,251,98283.54,12783.12,45603,Mobile Recharge,New User
2025-10-26,Bill Pay Campaign,Google Ads,Mymensingh,33153,1958,274,167,174514.74,8583.65,16644,Mobile Recharge,Merchant
2025-10-26,Eid Offer,Facebook,Dhaka,183760,8991,1296,1010,2928244.83,36192.97,47824,Mobile Recharge,Merchant
2025-10-26,Ramadan Campaign,Facebook,Dhaka,135740,11352,3440,2734,1341247.32,28050.6,8584,Merchant Payment,New User
2025-10-26,Cashback Offer,Email,Rangpur,9743,306,47,40,40943.62,471.37,2432,Bill Pay,Existing User
2025-10-26,Cashback Offer,Email,Sylhet,41926,920,43,15,12094.51,1721.73,27032,Send Money,Student
2025-10-26,Bill Pay Campaign,Push Notification,Rangpur,47305,3314,682,565,1407585.86,2255.82,23322,QR Payment,Premium User
2025-10-26,Eid Offer,Push Notification,Sylhet,63085,5541,1364,1064,3645848.39,3505.14,4564,Bill Pay,Premium User
2025-10-27,QR Payment Campaign,YouTube,Barishal,36127,2030,230,196,108708.94,3481.26,22138,Merchant Payment,New User
2025-10-27,Student Recharge Promo,Email,Sylhet,18183,407,37,24,29081.92,693.94,17468,Merchant Payment,Premium User
2025-10-27,Cashback Offer,YouTube,Chattogram,25418,845,63,40,90779.01,7136.76,4667,QR Payment,Merchant
2025-10-27,Student Recharge Promo,YouTube,Rangpur,50975,2156,376,278,58682.81,12855.87,6702,Mobile Recharge,Student
2025-10-27,QR Payment Campaign,YouTube,Mymensingh,51598,1213,222,111,129258.1,10231.76,5772,QR Payment,New User
2025-10-28,Merchant Payment Promo,SMS,Khulna,25887,1381,390,272,1019513.16,2190.22,22125,Merchant Payment,Merchant
2025-10-28,Eid Offer,SMS,Sylhet,33058,3489,998,848,1733797.36,1744.57,14748,Send Money,Merchant
2025-10-28,Student Recharge Promo,Push Notification,Sylhet,24124,1509,269,213,93704.56,497.37,5380,Send Money,Existing User
2025-10-28,App Signup Bonus,Google Ads,Barishal,19847,1520,223,120,42128.3,3351.73,11933,Send Money,New User
2025-10-28,QR Payment Campaign,SMS,Barishal,12230,736,254,138,39478.97,1144.51,17903,Send Money,Student
2025-10-28,Bill Pay Campaign,YouTube,Dhaka,132617,6897,1384,824,1016007.77,22886.07,6815,Bill Pay,Merchant
2025-10-28,Ramadan Campaign,YouTube,Barishal,24809,124,9,5,8600.64,6693.26,18377,Bill Pay,Existing User
2025-10-29,Student Recharge Promo,Push Notification,Rangpur,64876,5244,1969,1360,587330.99,3551.52,3303,Send Money,Student
2025-10-29,Student Recharge Promo,Facebook,Barishal,47787,2653,559,363,290029.32,8820.8,19311,Bill Pay,Premium User
2025-10-29,Merchant Payment Promo,Google Ads,Dhaka,109024,3747,731,416,726362.37,24425.06,31199,QR Payment,Premium User
2025-10-29,QR Payment Campaign,YouTube,Barishal,55894,3099,478,303,613450.58,14613.2,10502,Mobile Recharge,Premium User
2025-10-30,Merchant Payment Promo,YouTube,Dhaka,142876,3523,315,185,242958.38,35880.11,25121,Bill Pay,New User
2025-10-30,App Signup Bonus,Google Ads,Barishal,24024,589,159,106,80441.05,2622.96,7372,Merchant Payment,New User
2025-10-30,Merchant Payment Promo,Email,Chattogram,78105,2474,230,183,231213.09,1180.52,43573,Merchant Payment,New User
2025-10-30,Ramadan Campaign,SMS,Chattogram,57858,4711,1871,1254,810060.84,4787.1,36234,QR Payment,Existing User
2025-10-30,QR Payment Campaign,Email,Khulna,88676,4225,862,695,2901191.55,2653.59,12355,Merchant Payment,Merchant
2025-10-31,Eid Offer,SMS,Chattogram,93302,6689,1803,1629,3167602.61,8788.74,31515,QR Payment,Premium User
2025-10-31,Cashback Offer,YouTube,Chattogram,76263,1955,286,131,446177.05,12332.48,6281,Send Money,Merchant
2025-11-01,QR Payment Campaign,SMS,Mymensingh,26608,1618,356,179,52915.74,1762.46,21590,Merchant Payment,Student
2025-11-01,Ramadan Campaign,Email,Mymensingh,17167,217,8,4,3796.15,416.82,4412,Mobile Recharge,Premium User
2025-11-01,Bill Pay Campaign,Facebook,Barishal,37031,2460,440,412,864803.37,3833.88,19339,Merchant Payment,Premium User
2025-11-02,QR Payment Campaign,Google Ads,Sylhet,29761,1807,353,315,434482.54,6543.23,30620,QR Payment,Existing User
2025-11-02,Cashback Offer,YouTube,Rajshahi,42065,1236,262,149,191700.37,7093.28,31003,Bill Pay,Existing User
2025-11-02,Bill Pay Campaign,Email,Rangpur,54224,1504,118,106,63886.47,1807.31,7795,Merchant Payment,Student
2025-11-02,Ramadan Campaign,SMS,Chattogram,75833,4051,1427,1277,4489495.42,9254.68,25786,Mobile Recharge,Premium User
2025-11-02,App Signup Bonus,YouTube,Khulna,60886,1878,315,220,572965.56,14824.91,22612,QR Payment,Merchant
2025-11-02,QR Payment Campaign,YouTube,Sylhet,23713,1517,390,336,246299.98,2019.33,5391,Bill Pay,Existing User
2025-11-03,Student Recharge Promo,Email,Rangpur,45375,1652,173,163,259572.46,768.73,13101,QR Payment,Premium User
2025-11-03,QR Payment Campaign,Facebook,Barishal,19593,983,201,136,431791.12,3134.23,24297,Merchant Payment,Premium User
2025-11-03,Eid Offer,Email,Sylhet,36969,509,115,112,309451.97,1277.0,1464,Merchant Payment,Premium User
2025-11-04,Eid Offer,Email,Sylhet,59227,2332,341,126,102694.39,3097.59,9082,Merchant Payment,Student
2025-11-04,Student Recharge Promo,SMS,Mymensingh,17069,1151,206,178,231191.56,1355.71,25460,Send Money,Premium User
2025-11-04,QR Payment Campaign,Email,Sylhet,96115,2088,120,85,22757.31,1465.46,24441,Mobile Recharge,Student
2025-11-05,Cashback Offer,Email,Rajshahi,29900,923,257,214,424201.69,740.14,13779,Mobile Recharge,Premium User
2025-11-05,App Signup Bonus,Email,Barishal,57613,1333,194,150,263949.29,2982.16,20352,Merchant Payment,Merchant
2025-11-05,Bill Pay Campaign,Facebook,Chattogram,31709,1261,188,180,199748.99,2436.14,47117,QR Payment,Premium User
2025-11-05,QR Payment Campaign,Email,Barishal,42786,2730,473,343,177113.73,1334.74,6271,Bill Pay,Student
2025-11-06,QR Payment Campaign,SMS,Barishal,30724,1986,396,184,372652.37,1258.66,21800,Bill Pay,Merchant
2025-11-06,Bill Pay Campaign,Email,Sylhet,64966,3185,389,313,369469.43,2197.53,16097,Mobile Recharge,New User
2025-11-06,App Signup Bonus,YouTube,Rangpur,64493,2027,221,180,314797.59,13898.91,4144,Bill Pay,Premium User
2025-11-07,Ramadan Campaign,Google Ads,Sylhet,68654,2522,184,144,129069.89,14473.65,18162,Merchant Payment,New User
2025-11-07,Merchant Payment Promo,Google Ads,Khulna,29754,1133,201,147,304912.63,5249.44,12589,Send Money,Existing User
2025-11-07,QR Payment Campaign,Facebook,Chattogram,60676,2737,688,419,538075.62,4003.78,41059,Bill Pay,New User
2025-11-07,QR Payment Campaign,SMS,Rangpur,43265,3385,864,846,518248.33,5059.57,19704,QR Payment,Existing User
2025-11-08,App Signup Bonus,YouTube,Khulna,51458,1464,188,117,290631.26,14631.34,11185,QR Payment,Merchant
2025-11-08,Bill Pay Campaign,Facebook,Rajshahi,64678,3544,632,463,1427805.02,13351.99,2246,Merchant Payment,Merchant
2025-11-09,App Signup Bonus,YouTube,Khulna,14716,494,63,59,84185.32,2672.6,20767,Send Money,Existing User
2025-11-09,QR Payment Campaign,Google Ads,Mymensingh,67386,3430,1043,888,977831.5,5957.98,4782,Merchant Payment,New User
2025-11-09,Bill Pay Campaign,Google Ads,Sylhet,21719,954,208,100,66100.87,5267.53,26126,Send Money,Existing User
2025-11-09,Eid Offer,Facebook,Mymensingh,29258,1393,280,163,290349.2,2682.75,2978,Bill Pay,Existing User
2025-11-09,Merchant Payment Promo,Google Ads,Mymensingh,38169,1233,187,97,286687.68,7182.22,27053,QR Payment,Premium User
2025-11-10,Ramadan Campaign,YouTube,Mymensingh,21577,212,39,25,41032.3,6180.98,17715,Send Money,Existing User
2025-11-10,Student Recharge Promo,YouTube,Dhaka,63185,3406,508,357,259933.95,13303.59,46394,QR Payment,Existing User
2025-11-10,App Signup Bonus,YouTube,Chattogram,77756,3252,1040,460,313252.65,7974.69,33644,Merchant Payment,Student
2025-11-10,Eid Offer,SMS,Sylhet,31531,2384,459,261,190124.27,2695.84,16179,Mobile Recharge,Student
2025-11-10,Ramadan Campaign,Email,Barishal,35855,179,30,19,20425.94,1408.54,21024,Merchant Payment,Student
2025-11-10,Ramadan Campaign,SMS,Dhaka,71203,5092,1729,620,708260.61,8083.27,15532,Bill Pay,New User
2025-11-10,Cashback Offer,YouTube,Khulna,55633,928,132,111,459689.06,6397.71,7110,QR Payment,Merchant
2025-11-10,Student Recharge Promo,SMS,Rangpur,61039,4283,767,489,99153.82,7180.49,11157,Mobile Recharge,New User
2025-11-10,App Signup Bonus,Facebook,Rangpur,26671,889,177,73,28915.36,4176.49,8360,Send Money,Student
2025-11-10,Merchant Payment Promo,Push Notification,Dhaka,48595,4724,1614,1373,1966709.53,2637.36,33557,Send Money,New User
2025-11-10,Cashback Offer,Facebook,Chattogram,29231,2273,526,431,183549.93,4266.86,16209,Bill Pay,New User
2025-11-11,QR Payment Campaign,SMS,Dhaka,99929,7229,1783,654,816578.14,9551.15,56840,Mobile Recharge,New User
2025-11-11,App Signup Bonus,YouTube,Khulna,67938,3456,625,362,195181.38,18663.87,15775,Mobile Recharge,Student
2025-11-11,Cashback Offer,Email,Dhaka,148033,9214,792,527,245203.79,3094.82,65924,Bill Pay,Student
2025-11-11,Eid Offer,Email,Khulna,35426,2154,253,207,85706.55,1230.6,29029,Mobile Recharge,Student
2025-11-11,Eid Offer,SMS,Dhaka,114501,10306,3823,3141,4372495.99,6565.56,50927,Mobile Recharge,New User
2025-11-11,Merchant Payment Promo,SMS,Dhaka,98235,6699,1721,1183,4371385.94,5292.18,5052,QR Payment,Merchant
2025-11-11,Student Recharge Promo,Google Ads,Rangpur,74819,2897,783,367,622708.94,6730.42,1878,QR Payment,Premium User
2025-11-12,Ramadan Campaign,Push Notification,Dhaka,60138,4172,1075,752,1357432.0,2291.74,23408,Bill Pay,Merchant
2025-11-12,Student Recharge Promo,YouTube,Barishal,40483,2431,426,238,72759.64,9294.72,2606,Merchant Payment,Student
2025-11-12,Eid Offer,SMS,Barishal,13552,1030,188,104,237448.45,1026.59,21739,QR Payment,Existing User
2025-11-12,Eid Offer,SMS,Barishal,44966,3740,870,659,274929.51,5204.0,16494,Send Money,New User
2025-11-12,Ramadan Campaign,Push Notification,Barishal,52500,5524,1450,1406,2334743.95,1984.18,10617,Send Money,Existing User
2025-11-12,Student Recharge Promo,Google Ads,Sylhet,27189,1226,208,91,73877.26,3615.48,4620,Merchant Payment,New User
2025-11-13,Eid Offer,Email,Rajshahi,29413,1314,239,194,230425.63,989.73,10503,Merchant Payment,Student
2025-11-13,Cashback Offer,Email,Rajshahi,6112,277,40,14,12526.39,143.23,27281,QR Payment,Student
2025-11-13,Bill Pay Campaign,YouTube,Sylhet,24001,1243,184,160,217514.63,6667.92,34120,Bill Pay,Existing User
2025-11-13,Merchant Payment Promo,Google Ads,Mymensingh,55563,2487,352,288,406458.2,14455.1,1160,Send Money,Merchant
2025-11-14,Ramadan Campaign,YouTube,Sylhet,51367,2922,544,229,332017.69,8238.89,28430,Send Money,New User
2025-11-15,Ramadan Campaign,YouTube,Chattogram,34817,975,184,170,471296.66,6388.32,17588,Bill Pay,Merchant
2025-11-15,QR Payment Campaign,Google Ads,Barishal,44950,552,89,67,73824.74,5207.81,14906,Merchant Payment,Merchant
2025-11-15,Merchant Payment Promo,SMS,Mymensingh,38471,3679,476,296,385209.13,4156.92,25168,Bill Pay,Premium User
2025-11-15,QR Payment Campaign,Google Ads,Rajshahi,76797,2958,618,487,1886726.23,16383.37,17696,Send Money,Merchant
2025-11-16,Eid Offer,YouTube,Chattogram,70860,2237,519,375,1445077.63,12268.15,18277,QR Payment,Merchant
2025-11-16,Eid Offer,Push Notification,Khulna,72485,6790,1843,1308,1509547.6,3029.92,13761,QR Payment,Student
2025-11-16,Bill Pay Campaign,Push Notification,Dhaka,85705,7282,2001,1662,2063695.41,1947.88,38100,Merchant Payment,Existing User
2025-11-16,Ramadan Campaign,YouTube,Rangpur,28241,888,209,194,292221.99,7772.89,1683,Send Money,Existing User
2025-11-17,Student Recharge Promo,Facebook,Rajshahi,24346,770,181,102,191246.29,2258.49,10421,QR Payment,Merchant
2025-11-17,QR Payment Campaign,Email,Mymensingh,49404,1454,362,156,113288.62,2176.44,25785,Bill Pay,New User
2025-11-17,Bill Pay Campaign,Facebook,Sylhet,95871,7023,1442,1088,1331443.11,12841.12,15413,Send Money,Existing User
2025-11-18,Eid Offer,Email,Rajshahi,35443,2457,421,347,311383.6,1129.32,22598,Send Money,New User
2025-11-18,Bill Pay Campaign,Facebook,Chattogram,109072,7655,1670,1208,514577.97,16879.83,10893,Send Money,New User
2025-11-18,QR Payment Campaign,Google Ads,Dhaka,106860,3405,164,116,84100.57,22182.9,13436,Merchant Payment,New User
2025-11-18,QR Payment Campaign,YouTube,Khulna,51586,3654,245,149,612228.31,5864.39,15642,Bill Pay,Merchant
2025-11-18,Student Recharge Promo,Email,Chattogram,73258,2760,506,388,254917.63,1110.73,8417,Mobile Recharge,Student
2025-11-18,Student Recharge Promo,Email,Dhaka,101831,3550,347,220,101215.22,4396.15,55179,Send Money,Existing User
2025-11-18,App Signup Bonus,SMS,Rangpur,52545,4202,663,544,629888.43,5958.19,12285,QR Payment,Existing User
2025-11-18,Student Recharge Promo,Push Notification,Mymensingh,23302,1554,421,262,152049.54,1288.61,7748,QR Payment,Student
2025-11-18,Cashback Offer,Push Notification,Khulna,58606,5065,1862,1604,2235194.7,3683.91,4791,QR Payment,Existing User
2025-11-19,Cashback Offer,Push Notification,Barishal,44036,3340,931,464,119113.59,1935.99,2184,QR Payment,Student
2025-11-19,Eid Offer,Facebook,Mymensingh,66108,3285,545,206,163668.42,4890.29,23944,Bill Pay,Student
2025-11-20,QR Payment Campaign,Facebook,Chattogram,46399,1989,243,187,338182.52,8375.85,36250,Bill Pay,Existing User
2025-11-20,QR Payment Campaign,Email,Khulna,58854,2791,523,335,323034.51,2041.9,9118,Mobile Recharge,Merchant
2025-11-21,Eid Offer,Email,Rajshahi,48416,1618,201,109,136329.61,1493.85,16665,Bill Pay,Existing User
2025-11-21,QR Payment Campaign,YouTube,Barishal,55618,1528,311,262,523619.05,17477.25,848,Merchant Payment,Premium User
2025-11-21,App Signup Bonus,Push Notification,Khulna,37757,3141,1080,524,1349200.51,1148.68,29709,Merchant Payment,Merchant
2025-11-21,Bill Pay Campaign,Google Ads,Sylhet,83424,4030,653,410,285033.98,13521.57,11958,Merchant Payment,New User
2025-11-21,Student Recharge Promo,YouTube,Chattogram,41661,1232,197,109,48136.87,13016.05,3104,Merchant Payment,New User
2025-11-21,Student Recharge Promo,Google Ads,Sylhet,30797,726,67,33,43630.02,8283.48,1528,Send Money,Merchant
